Date,EUR/HUF,BUBOR 3-MO,EURIBOR 3-MO,50%RMAX+50%ZMAX,ESTER
2021-12-10,-0.1,0.01,0,0.02,0.001
2021-12-13,0.76,0.01,-0.01,0.01,-0.002
2021-12-14,0.52,0.01,-0.01,0.01,0.002
2021-12-15,1.73,0.01,0.01,0.005,0
2021-12-16,0.16,0.13,0.01,0.06,0
2021-12-17,-1.21,0.1,0.01,0.015,0.001
2021-12-20,-0.59,0.01,0,0.055,0
2021-12-21,0.86,0.01,-0.01,0.065,0.005
2021-12-22,-0.04,0,0,0.045,-0.003
2021-12-23,1.58,0,0,-0.03,-0.002
2021-12-27,1.68,0.09,0,-0.045,0
2021-12-28,-1.68,0.02,0.01,0,0.001
2021-12-29,0.03,0,0.01,0.01,-0.003
2021-12-30,0.16,0,0,-0.08,-0.002
2022-01-03,-2.05,0.16,0,0.03,0.002
2022-01-04,-2.22,0.02,0,-0.15,0
2022-01-05,-3.73,0.03,-0.01,-0.03,0
2022-01-06,-0.59,0,0.01,-0.015,0
2022-01-07,-1.76,0,-0.01,0.03,-0.002
2022-01-10,-1.48,-0.01,0.01,0,0.001
2022-01-11,-0.49,0,0.01,-0.005,0
2022-01-12,-1.28,-0.01,0,-0.01,0.001
2022-01-13,-0.96,-0.02,0,0.02,0
2022-01-14,-0.41,-0.03,-0.01,0.015,0
2022-01-17,1.15,0,0.01,0,0
2022-01-18,0.85,0,0,0.005,-0.001
2022-01-19,-0.26,0,0,-0.055,0.001
2022-01-20,0.57,0,0.01,0.035,-0.001
2022-01-21,-0.03,0,0,0,0
2022-01-24,1.68,0,0.01,0.005,0
2022-01-25,1.82,0,-0.01,-0.01,0.001
2022-01-26,-0.87,0.12,0,-0.025,0.002
2022-01-27,-0.96,0.15,0,-0.075,0.003
2022-01-28,-1.41,0.02,0,0,0
2022-01-31,0.83,0.01,0,0.01,-0.006
2022-02-01,-2.61,0.01,0,-0.02,0.001
2022-02-02,-0.25,0,0,-0.1,0
2022-02-03,-0.59,0.01,0,-0.005,0.001
2022-02-04,-0.15,0.01,0,0.015,-0.001
2022-02-07,-1.37,0,0.02,0.02,0
2022-02-08,0.55,-0.01,-0.01,0.015,0.004
2022-02-09,-0.54,0,0.02,0.01,-0.004
2022-02-10,0.37,0,-0.01,0.045,0.006
2022-02-11,0.17,0.01,0.01,-0.05,-0.006
2022-02-14,3.31,0.02,0,0,0
2022-02-15,-1.48,0.02,0,-0.015,0.002
2022-02-16,-1.03,0.02,0,0.005,0
2022-02-17,1.65,0.01,-0.01,0.08,0
2022-02-18,0.21,0.01,0,-0.005,0
2022-02-21,-0.24,0,0,0.04,0
2022-02-22,1.03,0.03,0,0.015,0.001
2022-02-23,-0.59,0.09,0,0.005,-0.001
2022-02-24,7.9,0.11,0,-0.05,0
2022-02-25,3.72,0.04,0,-0.035,0.001
2022-02-28,1.63,0.05,0,-0.045,-0.005
2022-03-01,2.66,0.02,0,0.02,0.003
2022-03-02,8.01,0.05,0,-0.09,-0.001
2022-03-03,-2.05,0.53,0,0.005,-0.001
2022-03-04,3.29,0.06,0.01,0.045,0.002
2022-03-07,15.6,0.2,0.02,-0.08,-0.002
2022-03-08,-9.23,0.11,0,-0.06,0
2022-03-09,-4.9,0.11,0.01,0.08,-0.001
2022-03-10,-3.12,0.19,0,0.07,0.004
2022-03-11,1.17,0.01,-0.01,0.01,-0.001
2022-03-16,-9.03,0,0.01,0,0
2022-03-17,-0.75,0,0,0.065,-0.001
2022-03-18,2.09,0,0,0.01,0
2022-03-21,1,0.01,0,0,0
2022-03-22,-1.08,0.04,-0.01,-0.035,0
2022-03-23,-1.54,0.09,0.01,0.04,0
2022-03-24,3.35,0.09,0.01,0.015,-0.001
2022-03-25,-0.09,0.03,0,0.015,-0.002
2022-03-28,-2.03,0,0,0.015,0.001
2022-03-29,-0.58,0.01,0.01,0.025,0.001
2022-03-30,-5.35,0,0.01,0.03,0
2022-03-31,2.4,0.01,0,0.04,-0.014
2022-04-01,-2.1,0,0,0.03,0.011
2022-04-04,1.25,0,0.01,0.015,-0.003
2022-04-05,1.72,0,-0.02,0.01,-0.001
2022-04-06,7.94,0.01,0.01,-0.06,0.002
2022-04-07,3.4,0.05,-0.01,0.035,0.002
2022-04-08,-4.55,0.02,0.02,0.02,-0.001
2022-04-11,2.71,0.01,0.01,0.005,-0.001
2022-04-12,-1.31,0.02,0.01,0.015,0.001
2022-04-13,-0.57,0.01,-0.02,0.075,-0.002
2022-04-14,-2.03,0,0,0.025,-0.001
2022-04-19,-2.89,0,-0.02,0.01,0.006
2022-04-20,-2.1,0,-0.01,0.01,-0.003
2022-04-21,0.51,0,0.02,0.035,-0.002
2022-04-22,-0.56,0,0.03,0.01,0.002
2022-04-25,2.1,0,0.01,0,-0.002
2022-04-26,3,0.01,-0.01,0.01,0.003
2022-04-27,4.27,0.01,-0.02,0.005,-0.001
2022-04-28,-3.04,0.1,0.01,0.03,0
2022-04-29,-0.25,0.03,0.01,0.015,-0.003
2022-05-02,1.02,0.01,0.01,0.01,0.003
2022-05-03,4.24,0,-0.01,-0.005,0.004
2022-05-04,-3.45,0.01,0,-0.02,-0.006
2022-05-05,-0.67,0,0.01,0.065,0
2022-05-06,2.15,0.01,-0.01,0,0
2022-05-09,3.19,0.01,0.03,-0.005,-0.001
2022-05-10,-4.74,0.01,-0.02,-0.015,0.002
2022-05-11,0.6,0,0.01,0.005,0
2022-05-12,3.3,0.01,0,0.055,0.007
2022-05-13,1.32,0,0.01,0.01,-0.009
2022-05-16,0.61,0,0,0.07,0.001
2022-05-17,2.81,0,0.02,0.015,0
2022-05-18,-2.22,0,0.01,0.02,0
2022-05-19,0.73,0,0.02,0.035,0
2022-05-20,-1.43,0,0,0.035,0
2022-05-23,-1.98,0,-0.01,0,-0.001
2022-05-24,0.63,0,0,0.01,-0.001
2022-05-25,1.8,0,0.01,0.015,0
2022-05-26,8.32,0,0,-0.005,-0.003
2022-05-27,-0.53,0.04,-0.02,0.02,0.005
2022-05-30,0.19,0,0.02,0.025,-0.001
2022-05-31,1.04,0.01,0.01,0.01,-0.003
2022-06-01,2.98,0.03,0,0.03,0.007
2022-06-02,-2.5,0.09,0.01,0.065,-0.003
2022-06-03,0.15,0.05,0,0.01,-0.002
2022-06-07,-5.07,0.02,0.03,0.015,0.004
2022-06-08,0.29,0,0,0.005,0.001
2022-06-09,4.81,0,0.02,0.035,0
2022-06-10,3.41,0,-0.02,0.015,0.001
2022-06-13,-0.43,0.01,0.02,-0.05,0.001
2022-06-14,0.84,0.02,0.04,0.05,0.002
2022-06-15,-0.03,0.05,0.06,0.01,-0.002
2022-06-16,-2.94,0.04,0.01,-0.02,-0.002
2022-06-17,3.25,0.39,0,-0.085,0
2022-06-20,1.4,0.04,-0.01,0.01,0.001
2022-06-21,-3.81,0.03,0.02,0.09,-0.001
2022-06-22,-0.94,0.03,-0.01,0.045,0.003
2022-06-23,4.12,0.01,-0.02,0.09,0.001
2022-06-24,1.22,0.03,-0.03,0.045,-0.002
2022-06-27,2.72,0,0,-0.005,0.001
2022-06-28,-2.8,0.03,0.01,0.05,-0.002
2022-06-29,-4.45,0.04,0.02,-0.02,0.003
2022-06-30,0.48,0.58,-0.01,0.04,-0.013
2022-07-01,1.99,0.05,0.02,0.05,0.011
2022-07-04,1.28,0.05,0.01,0.05,0
2022-07-05,4.77,0.03,0.02,0.03,0
2022-07-06,5.19,0.03,0,-0.11,0
2022-07-07,2.99,0.08,0.01,-0.225,0.001
2022-07-08,-7.34,2,0.05,0.175,0
2022-07-11,3.37,0.25,0.02,-0.045,-0.001
2022-07-12,4.78,0.16,0.01,0,0
2022-07-13,-3.35,0.16,0.01,-0.02,-0.001
2022-07-14,-0.61,0.15,0.05,-0.03,-0.001
2022-07-15,-5.74,0.11,0.07,-0.03,0
2022-07-18,-1.04,0.06,-0.02,-0.055,0
2022-07-19,-3.94,0.06,-0.01,-0.015,-0.001
2022-07-20,-1.82,0.02,0.09,-0.01,0.001
2022-07-21,4.31,0.01,0.02,0.06,-0.002
2022-07-22,-4.19,0.01,0.05,0.035,0.002
2022-07-25,-1.04,0,0.03,0.04,-0.001
2022-07-26,2.67,-0.01,-0.02,-0.045,0.002
2022-07-27,5.07,0,0.03,-0.09,0.496
2022-07-28,2.58,0.34,0.03,-0.005,-0.002
2022-07-29,-2.48,0.05,-0.04,0.015,-0.004
2022-08-01,-0.92,0.03,0.02,0.095,0.003
2022-08-02,-5.35,0.03,0.01,-0.005,0.001
2022-08-03,-1.92,0.02,-0.01,0.02,0
2022-08-04,0.48,0.01,0.02,0.06,0.003
2022-08-05,-1.67,-0.02,0.01,0.07,-0.001
2022-08-08,-2.16,-0.04,0.02,-0.005,0
2022-08-09,2.36,-0.01,0.02,0,0
2022-08-10,6.27,0.02,0.01,0,-0.001
2022-08-11,-6.7,0.02,-0.01,0.1,0.001
2022-08-12,-1.55,0,0.01,0.02,-0.003
2022-08-15,4.29,-0.01,0.01,0.06,0
2022-08-16,6.68,0,-0.01,-0.01,0.001
2022-08-17,2.91,0,0.02,0.125,0
2022-08-18,-1.87,0.01,0.04,0.075,0.003
2022-08-19,1.8,0.02,0.04,0.005,0
2022-08-22,-1.02,0.05,0.02,0.03,0.002
2022-08-23,5.05,0.02,0.02,-0.005,0.002
2022-08-24,0.36,0.04,0.02,0.07,-0.002
2022-08-25,-2.89,0.08,0.03,0.09,0.002
2022-08-26,0.65,0.05,0.02,0.04,0
2022-08-29,1.8,0.04,0.04,0.02,-0.001
2022-08-30,-3.51,0.04,0.04,-0.005,-0.003
2022-08-31,-2.18,0.09,0.03,0,-0.007
2022-09-01,-3.83,0.31,0.06,-0.025,0.007
2022-09-02,-2.32,0.03,0.05,0.16,0.001
2022-09-05,4.87,0.01,0.02,0.005,-0.004
2022-09-06,-0.49,0.01,0.04,-0.02,0.002
2022-09-07,-1.85,0.02,0,-0.015,0.009
2022-09-08,-3.92,0.01,0.02,-0.115,-0.01
2022-09-09,-2.09,0,0.09,-0.35,0.001
2022-09-12,-0.42,0.01,0.06,0.1,-0.001
2022-09-13,1.36,0,0.01,0.05,0.003
2022-09-14,5.67,-0.01,0.01,-0.01,0.745
2022-09-15,3.56,0.03,0.02,0.035,-0.002
2022-09-16,-0.44,0.03,0.03,-0.035,0
2022-09-19,-4.23,0,0.01,0.065,-0.003
2022-09-20,-2.08,0.01,0.03,-0.01,0.002
2022-09-21,4.24,0,0.02,0.025,0.002
2022-09-22,3.03,0.01,0,0.065,0
2022-09-23,0.12,0.02,0.03,0.05,0.001
2022-09-26,0.21,0,0.02,0.015,0.001
2022-09-27,0.95,0.01,0.06,0.015,-0.001
2022-09-28,3.81,0.03,-0.04,-0.035,0
2022-09-29,8.95,0.24,-0.03,0.075,-0.001
2022-09-30,1.2,0.04,0.01,-0.11,-0.019
2022-10-03,1.1,0.04,0.02,0.095,0.014
2022-10-04,-5.01,0.12,-0.02,0.085,0.001
2022-10-05,4.9,0.05,0.03,0.01,-0.005
2022-10-06,1.13,0.04,0.05,-0.09,0.003
2022-10-07,0.24,0.19,0.04,0.02,0.001
2022-10-10,2.91,0.04,0.03,0.03,-0.001
2022-10-11,1.21,0.04,0.02,-0.015,0.002
2022-10-12,1.93,0.07,0.02,0.035,0.001
2022-10-13,3.12,0.04,0.02,0.09,0
2022-10-14,-13.33,0.05,0.02,-0.365,-0.001
2022-10-17,-0.41,2.27,0.06,0.1,0.001
2022-10-18,-6.68,0.26,0,-0.015,-0.001
2022-10-19,0.41,0.11,0,0.105,-0.001
2022-10-20,-0.47,0.07,0.04,0.095,0
2022-10-21,0.68,0.01,0.04,0.13,0.001
2022-10-24,-0.3,0.02,0.02,0.01,0.001
2022-10-25,-0.15,0.01,0.02,0.255,-0.002
2022-10-26,-2.08,0.06,0,0.215,0
2022-10-27,-2.9,0,0.03,0.14,0.001
2022-10-28,4.3,0.01,0.03,0.145,-0.001
2022-11-02,-3.71,0,0.09,-0.09,0.747
2022-11-03,1.24,0,0,0.17,0
2022-11-04,-6.72,-0.03,0,0.045,-0.002
2022-11-07,-1.04,-0.1,0.01,0.145,-0.001
2022-11-08,-0.68,-0.07,0.05,0.065,0
2022-11-09,3.95,-0.09,0.01,0.08,0
2022-11-10,-3.14,-0.08,0,0.27,0.002
2022-11-11,1.75,-0.13,-0.04,0.24,0.002
2022-11-14,2.5,-0.11,0.03,0.1,-0.003
2022-11-15,-0.36,-0.22,0.01,0.025,-0.001
2022-11-16,1.33,-0.22,0,-0.015,0.001
2022-11-17,4.44,-0.09,0,0.095,0.001
2022-11-18,-1.07,0,0.02,0.14,0.001
2022-11-21,-0.08,0,0,0.195,0
2022-11-22,-1.91,-0.01,0.04,0.025,0.001
2022-11-23,-2.69,-0.01,0.04,0.025,0.001
2022-11-24,8.62,-0.15,0.01,-0.05,0
2022-11-25,-1.84,-0.11,0.01,0.05,-0.002
2022-11-28,-4.3,-0.01,0.03,0.06,0
2022-11-29,-0.26,-0.01,0.03,0.005,-0.001
2022-11-30,-0.37,-0.01,-0.01,-0.055,-0.011
2022-12-01,2.33,-0.01,0,-0.065,0.009
2022-12-02,-1.22,0,0.01,0.09,0
2022-12-05,0.58,0.04,0,-0.025,-0.002
2022-12-06,4.98,0.12,0.01,-0.11,0.008
2022-12-07,-3.79,0.13,-0.01,0.055,-0.007
2022-12-08,3.94,0.21,0.01,-0.12,0.001
2022-12-09,0.45,0.14,0.02,-0.15,0
2022-12-12,2.87,0.11,0.04,0.015,0
2022-12-13,-6.59,0.15,0,0.26,0
2022-12-14,-2.81,0.12,0.03,-0.1,0.002
2022-12-15,-2.68,-0.03,-0.02,0.28,0.001
2022-12-16,0.36,-0.06,-0.01,-0.06,-0.001
2022-12-19,-2.26,-0.06,0.01,-0.05,0.001
2022-12-20,-0.67,0.01,0.02,-0.05,0
2022-12-21,-0.52,0.02,0.02,-0.12,0.499
2022-12-22,-0.41,0.01,0.03,0.1,0.002
2022-12-23,-1.63,0.01,0.01,0.055,0.003
2022-12-27,1.36,-0.01,-0.01,0.215,-0.001
2022-12-28,0.99,0,0.07,0.06,0
2022-12-29,-0.41,-0.01,-0.02,-0.065,-0.001
2022-12-30,-2.29,-0.01,-0.05,0.195,-0.015
2023-01-02,0.41,0,0.03,0.09,0.016
2023-01-03,2.15,-0.01,0.01,0,-0.002
2023-01-04,-5.67,0.01,0,0.23,0
2023-01-05,-1.48,-0.04,0.01,0.2,-0.004
2023-01-06,1.02,-0.02,0.07,0.03,-0.002
2023-01-09,0.42,-0.04,0.02,0.06,0.002
2023-01-10,1.16,0,0.01,-0.03,0
2023-01-11,1.82,0,0.02,0.045,0
2023-01-12,-0.79,0,-0.01,0.13,0
2023-01-13,-3.1,-0.05,0.04,0.035,0.001
2023-01-16,2.79,0,0,0.03,0.001
2023-01-17,0.14,0,0.01,-0.01,-0.001
2023-01-18,-4.31,-0.01,0,0.07,0.001
2023-01-19,0.58,-0.02,0.05,0.125,0.001
2023-01-20,0.49,-0.01,0.03,-0.005,0
2023-01-23,-1.26,0,0.03,0.025,-0.001
2023-01-24,2.06,-0.01,0.05,0.02,0.002
2023-01-25,-7.22,0.01,-0.04,-0.09,0
2023-01-26,-0.85,0.02,0.01,0.055,0
2023-01-27,-0.43,0.01,0.02,0.11,0.002
2023-01-30,3.78,0.01,-0.01,0.005,-0.002
2023-01-31,-2.97,0.01,0.03,0.065,-0.01
2023-02-01,1.14,0,-0.03,0.03,0.007
2023-02-02,-2.44,0,0.06,0.245,0.001
2023-02-03,-2.74,0,0.01,0.005,-0.004
2023-02-06,4.53,0,0.02,-0.05,0.003
2023-02-07,3.22,0,0.03,0.02,0.001
2023-02-08,-3.09,0,0.01,0.025,0.499
2023-02-09,-4.48,0,0,0.105,0
2023-02-10,4.15,0.04,0.01,-0.085,0
2023-02-13,-1.16,0.03,0.03,0.045,-0.001
2023-02-14,-5.68,0.01,0.01,0.03,0
2023-02-15,-3.14,0.01,0.02,0.035,0.005
2023-02-16,3.07,0.01,0.02,0.05,-0.005
2023-02-17,3.24,0.03,-0.03,-0.05,-0.002
2023-02-20,-1.98,0.05,-0.02,0.035,0.002
2023-02-21,0.09,0.04,0.03,-0.02,-0.002
2023-02-22,0.22,0.02,0,0.085,0.001
2023-02-23,-2.93,0.01,0.01,0.02,0
2023-02-24,-1.16,0,0.01,0.15,-0.001
2023-02-27,-0.45,-0.02,0.02,0.16,0
2023-02-28,0.5,0,0.02,0,-0.01
2023-03-01,-3.73,0.01,0.04,0,0.01
2023-03-02,-2.28,0,0.02,0.195,0.001
2023-03-03,4.71,0,0.05,0.055,0.001
2023-03-06,-0.03,0,0.03,0.11,-0.001
2023-03-07,-1.12,0,0.04,0.025,-0.001
2023-03-08,3.7,0,0.02,0.08,0.001
2023-03-09,-1.85,0.01,0.01,0.05,0.002
2023-03-10,3.56,0,0.03,-0.04,0.002
2023-03-13,1.84,-0.01,-0.02,0.155,-0.002
2023-03-14,9.95,0.01,-0.21,0,0
2023-03-16,0.97,0,-0.1,0.055,-0.002
2023-03-17,-1.54,0.01,0.1,-0.01,0.003
2023-03-20,4.85,0,0.14,0.04,-0.004
2023-03-21,-7.19,0,0.02,-0.01,0.001
2023-03-22,-1.41,0,0.09,0.095,0.499
2023-03-23,-4.43,-0.01,-0.01,0.13,0.001
2023-03-24,2.31,0,0.04,0.05,0
2023-03-27,-2.41,0,-0.02,0.02,-0.001
2023-03-28,-0.77,0,-0.02,0.035,-0.004
2023-03-29,-4.43,0,0.03,0.01,0
2023-03-30,0.38,0,0.03,0.11,0.002
2023-03-31,0.01,0,-0.01,-0.03,-0.012
2023-04-03,-0.73,0,0.01,-0.02,0.014
2023-04-04,-3.84,0,0,0.035,0
2023-04-05,0.72,0,0.01,0.205,0.004
2023-04-06,0.34,0,0.02,0.14,0.001
2023-04-11,-1.15,0,0.03,-0.05,-0.006
2023-04-12,-0.13,0,0.02,0.025,0.001
2023-04-13,-1.06,0.01,0.05,0.035,0.001
2023-04-14,-1.3,0,0,-0.005,-0.003
2023-04-17,-0.74,0,0.04,0.01,0.001
2023-04-18,-1.55,0,-0.02,0.035,0.004
2023-04-19,5.68,-0.02,0.01,0.07,0.001
2023-04-20,1.58,-0.02,0,0.115,0.002
2023-04-21,-0.95,-0.02,0.05,0.015,-0.002
2023-04-24,-0.94,0,0.03,0.085,0.003
2023-04-25,-0.12,-0.01,-0.02,-0.035,-0.004
2023-04-26,-1.18,0,-0.03,0.04,-0.001
2023-04-27,-2.31,0,0.01,0.125,0
2023-04-28,-0.33,-0.01,0.02,0.025,-0.006
2023-05-02,-1.21,0,0,-0.045,0.002
2023-05-03,2.65,-0.01,0.01,0.035,0
2023-05-04,-1.2,-0.01,0,0.125,0.001
2023-05-05,0.18,-0.01,0,0.025,0.001
2023-05-08,-0.44,0,0.03,-0.035,-0.006
2023-05-09,-0.88,0,-0.04,0.1,0.002
2023-05-10,-0.96,0,0.03,-0.025,0.251
2023-05-11,-0.25,-0.01,0.02,0.11,0
2023-05-12,0.71,0,0.03,0.01,0.003
2023-05-15,-2.07,-0.01,0.01,0.05,-0.003
2023-05-16,-0.13,-0.02,0.02,0.04,0.002
2023-05-17,-0.26,-0.02,0.01,0.09,0.004
2023-05-18,3.92,-0.02,-0.01,0.145,0.002
2023-05-19,4.29,-0.03,0.04,-0.005,-0.002
2023-05-22,-1.86,-0.03,-0.01,0.005,-0.001
2023-05-23,1.27,-0.04,0.01,0.035,0.007
2023-05-24,-2.15,-0.31,0,0.065,-0.009
2023-05-25,-1.07,0,0.04,0.215,0
2023-05-26,-1.52,-0.01,0,0.07,0.004
2023-05-30,-1.24,0,0.01,-0.02,-0.004
2023-05-31,0.3,0,-0.01,0.02,-0.004
2023-06-01,-0.51,0,0,0.105,0.003
2023-06-02,0.51,0,0.03,0.015,0.001
2023-06-05,-1.64,0,0,0.19,0
2023-06-06,-0.28,0,-0.01,0.13,-0.003
2023-06-07,-0.36,0,-0.02,0.015,-0.001
2023-06-08,0.67,-0.01,0.03,0.115,0.002
2023-06-09,-0.17,-0.01,-0.02,0,0.001
2023-06-12,-1.03,-0.01,0.01,0.125,0
2023-06-13,1.85,-0.03,0.05,0.005,0
2023-06-14,1.12,-0.03,-0.01,-0.03,0.003
2023-06-15,2.43,-0.03,0.03,0.11,-0.003
2023-06-16,0.48,-0.01,0.02,0.045,-0.003
2023-06-19,-0.19,-0.04,-0.02,0.18,0
2023-06-20,-0.23,-0.04,0.04,-0.005,0
2023-06-21,-2.28,-0.27,-0.02,-0.055,0.251
2023-06-22,-1.4,-0.01,0.03,0.265,0.002
2023-06-23,0.6,0,0.01,0.105,0.003
2023-06-26,-1.27,-0.02,-0.03,0.215,0
2023-06-27,-0.43,-0.01,-0.03,0.055,-0.003
2023-06-28,1.79,-0.01,0.05,0.055,0.003
2023-06-29,0.2,0,-0.01,0.125,0
2023-06-30,0.21,0,-0.01,0.14,0
2023-07-03,2.59,-0.01,0.02,-0.065,-0.001
2023-07-04,1.28,-0.01,0.01,0.055,0.002
2023-07-05,3.03,-0.02,-0.02,0.01,0.003
2023-07-06,3.99,0.01,0.02,0.18,0.002
2023-07-07,5.38,0.01,0.03,0.225,0
2023-07-10,-3.49,0,0.02,-0.135,-0.004
2023-07-11,-3.84,0,0.01,0.005,0.002
2023-07-12,-2.41,0.01,-0.01,0,0
2023-07-13,-1.82,-0.02,0,0.115,-0.003
2023-07-14,-0.87,-0.01,0,0.05,0.001
2023-07-17,-1.4,-0.03,0.03,0.155,-0.002
2023-07-18,0.67,-0.04,0.02,0.025,-0.001
2023-07-19,0.31,-0.04,-0.06,0.045,0.001
2023-07-20,5.32,-0.04,0.05,0.085,0.003
2023-07-21,0.8,-0.03,0.02,-0.04,0.001
2023-07-24,-1.71,-0.09,0,0.02,0.001
2023-07-25,-0.41,-0.1,-0.01,0.02,0
2023-07-26,3.74,-0.28,0,0.12,-0.003
